pais,fecha,mes_muestra,rank,artist_names,artist_01,artist_02,artist_03,artist_04,artist_05,artist_06,artist_07,artist_08,artist_09,artist_10,nacionalidad_01,nacionalidad_02,nacionalidad_03,nacionalidad_04,nacionalidad_05,nacionalidad_06,nacionalidad_07,nacionalidad_08,nacionalidad_09,nacionalidad_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
Colombia,2026/04/09,abril_2026,23,Herencia De Grandes,Herencia De Grandes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya Borracho,Rancho Humilde,23,29,14,670403
Colombia,2026/04/09,abril_2026,24,"Kapo, Ryan Castro",Kapo,Ryan Castro,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,DÓNDE,Sony Music Latin/La Industria,13,28,40,667122
Colombia,2026/04/09,abril_2026,25,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,24,66,663059
Colombia,2026/04/09,abril_2026,26,Omar Courtz,Omar Courtz,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,POR SI MAÑANA NO ESTOY,Rimas Entertainment LLC.,25,52,7,660076
Colombia,2026/04/09,abril_2026,27,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA",Blessd,Anuel AA,Yan Block,Luar La L,Kris R.,ROA,NA,NA,NA,NA,Colombia,Puerto Rico,Puerto Rico,Puerto Rico,Colombia,Puerto Rico,NA,NA,NA,NA,"YOGURCITO REMIX (feat. Kris R., ROA)",WEA Latina,1,20,33,651149
Colombia,2026/04/09,abril_2026,28,"Beéle, Ovy On The Drums",Beéle,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,mi refe,5020 Records,1,19,70,642019
Colombia,2026/04/09,abril_2026,29,"Luister La Voz, maikol el insoportable",Luister La Voz,maikol el insoportable,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Ozono,Grupo B Entertainment,29,32,8,641264
Colombia,2026/04/09,abril_2026,30,"Nanpa Básico, Beéle",Nanpa Básico,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Hasta Aquí Llegué,5020 Records,3,37,90,634423
Colombia,2026/04/09,abril_2026,31,"J Balvin, Bad Bunny",J Balvin,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,LA CANCIÓN,Universal Music Latino / Rimas,2,31,354,633248
Colombia,2026/04/09,abril_2026,32,"Feid, ATL Jacob",Feid,ATL Jacob,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,LUNA,UMLE - Latino,1,34,123,628868
Colombia,2026/04/09,abril_2026,33,Lil Naay,Lil Naay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Republica Dominicana,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNA BABY EN SANTIAGO,1844,33,79,4,628176
Colombia,2026/04/09,abril_2026,34,"Ryan Castro, Dongo",Ryan Castro,Dongo,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,SANKA,AWOO Corp./Sony Music Latin,7,26,44,627639
Colombia,2026/04/09,abril_2026,35,"Blessd, Los Money Makers, Prodmonja",Blessd,Los Money Makers,Prodmonja,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,URUS BLUE,WEA Latina,22,33,45,612978
Colombia,2026/04/09,abril_2026,36,"Blessd, Ovy On The Drums",Blessd,Ovy On The Drums,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,"""EMHDM""",WEA Latina,12,56,7,594417
Colombia,2026/04/09,abril_2026,37,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,Rimas Entertainment LLC.,1,42,66,589687
Colombia,2026/04/09,abril_2026,38,BTS,BTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corea del Sur,NA,NA,NA,NA,NA,NA,NA,NA,NA,Body to Body,BIGHIT MUSIC,10,27,3,581719
Colombia,2026/04/09,abril_2026,39,"Héctor ""El Father"", Wisin & Yandel","Héctor ""El Father""",Wisin & Yandel,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,El Teléfono,Machete Music,19,40,36,576015
Colombia,2026/04/09,abril_2026,40,Yeison Jimenez,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Por Qué la Envidia,YJ COMPANY,3,23,23,575859
Colombia,2026/04/09,abril_2026,41,Plan B,Plan B,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Es un Secreto,Pina Records,18,38,271,564148
Colombia,2026/04/09,abril_2026,42,Beéle,Beéle,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,top diesel,5020 Records,3,50,47,555823
Colombia,2026/04/09,abril_2026,43,"Omar Courtz, Ñengo Flow",Omar Courtz,Ñengo Flow,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,FOREVER TU GANTEL,Rimas Entertainment LLC.,15,46,7,549523
Colombia,2026/04/09,abril_2026,44,BTS,BTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corea del Sur,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hooligan,BIGHIT MUSIC,18,35,3,543507
Colombia,2026/04/09,abril_2026,45,BTS,BTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corea del Sur,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,BIGHIT MUSIC,26,49,3,542905
Colombia,2026/04/09,abril_2026,46,"Ovy On The Drums, Quevedo, Beéle",Ovy On The Drums,Quevedo,Beéle,NA,NA,NA,NA,NA,NA,NA,Colombia,España,Colombia,NA,NA,NA,NA,NA,NA,NA,YO y TÚ,WEA Latina,2,45,43,542414
Colombia,2026/04/09,abril_2026,47,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,El Bogueto,36,57,16,541937
Colombia,2026/04/09,abril_2026,48,Danny Ocean,Danny Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,Venezuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,Me Rehúso,Atlantic Records,1,78,482,536323
Colombia,2026/04/09,abril_2026,49,"J Balvin, Ryan Castro",J Balvin,Ryan Castro,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,Pal Agua,Capitol Records,49,82,2,533153
Colombia,2026/04/09,abril_2026,50,Yeison Jimenez,Yeison Jimenez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vete,Yeison Jimenez,10,36,24,529107
Mexico,2025/11/06,noviembre_2025,1,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,Candela Music,1,2,45,8582263
Mexico,2025/11/06,noviembre_2025,2,"Omar Camacho, Victor Mendivil",Omar Camacho,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,2+2,Rico o Muerto by Baja Sound LLC,1,1,19,7952218
Mexico,2025/11/06,noviembre_2025,3,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marlboro Rojo,Rancho Humilde/Street Mob Records/Sony Music Latin,1,3,27,7244467
Mexico,2025/11/06,noviembre_2025,4,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU SANCHO,Rancho Humilde/Street Mob Records/Sony Music Latin,1,4,27,7177253
Mexico,2025/11/06,noviembre_2025,5,Calle 24,Calle 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUIZA,WEA Latina,4,13,28,6293708
Mexico,2025/11/06,noviembre_2025,6,"Natanael Cano, Gabito Ballesteros",Natanael Cano,Gabito Ballesteros,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Perlas Negras,WEA Latina,1,5,19,6110248
Mexico,2025/11/06,noviembre_2025,7,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHAVALITAS,Rancho Humilde/Street Mob Records/Sony Music Latin,7,10,21,6091722
Mexico,2025/11/06,noviembre_2025,8,Tito Double P,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,POR SUS BESOS,Double P Records,1,6,17,5333287
Mexico,2025/11/06,noviembre_2025,9,Neton Vega,Neton Vega,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pvta Luna,Josa Records (Neton Vega),9,19,6,5297057
Mexico,2025/11/06,noviembre_2025,10,"Luis R Conriquez, Fuerza Regida, Neton Vega",Luis R Conriquez,Fuerza Regida,Neton Vega,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,Chula Vente,K Music/Sony Music Latin,2,8,15,5210024
Mexico,2025/11/06,noviembre_2025,11,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIENTRAS DUERMES,WEA Latina,9,9,52,5115402
Mexico,2025/11/06,noviembre_2025,12,"Omar Camacho, Oscar Maydon",Omar Camacho,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,La Ciudad del Sol,Rico o Muerto by Baja Sound LLC,11,12,11,4743552
Mexico,2025/11/06,noviembre_2025,13,Victor Mendivil,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orula,Rico o Muerto by Baja Sound LLC,1,7,5,4571399
Mexico,2025/11/06,noviembre_2025,14,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANSIEDAD,Rancho Humilde/Street Mob Records/Sony Music Latin,7,14,27,4554811
Mexico,2025/11/06,noviembre_2025,15,Los Dareyes De La Sierra,Los Dareyes De La Sierra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frecuencia,Double P Records,3,15,21,4186327
Mexico,2025/11/06,noviembre_2025,16,"Victor Mendivil, Neton Vega",Victor Mendivil,Neton Vega,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,King of Watches,Rico o Muerto by Baja Sound LLC,11,11,15,4179278
Mexico,2025/11/06,noviembre_2025,17,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAS NOCHES,WEA Latina,16,16,22,4161138
Mexico,2025/11/06,noviembre_2025,18,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIÉNSALO,WEA Latina,9,20,71,3949220
Mexico,2025/11/06,noviembre_2025,19,"Oscar Maydon, Fuerza Regida",Oscar Maydon,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Tu Boda,Rancho Humilde/Sony Music Latin,1,17,58,3923416
Mexico,2025/11/06,noviembre_2025,20,La Arrolladora Banda El Limón De Rene Camacho,La Arrolladora Banda El Limón De Rene Camacho,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,El Final De Nuestra Historia,Universal Music Mexico,16,22,125,3810323
Mexico,2025/11/06,noviembre_2025,21,"Neton Vega, Peso Pluma",Neton Vega,Peso Pluma,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Morena,Josa Records,1,18,38,3767901
Mexico,2025/11/06,noviembre_2025,22,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y LLORO,WEA Latina,5,23,109,3722715
Mexico,2025/11/06,noviembre_2025,23,"Xavi, Grupo Frontera",Xavi,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,No Capea,Interscope Records,17,21,9,3678402
Mexico,2025/11/06,noviembre_2025,24,Victor Mendivil,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOET,Rico o Muerto by Baja Sound LLC,24,28,73,3610363
Mexico,2025/11/06,noviembre_2025,25,Natanael Cano,Natanael Cano,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blancanieves,WEA Latina,6,35,20,3575784
Mexico,2025/11/06,noviembre_2025,26,"Fuerza Regida, Grupo Frontera",Fuerza Regida,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,COQUETA,Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin,15,26,46,3524062
Mexico,2025/11/06,noviembre_2025,27,"Victor Mendivil, $HUPE",Victor Mendivil,$HUPE,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,PLAK,Rico o Muerto by Baja Sound LLC,17,24,15,3498625
Mexico,2025/11/06,noviembre_2025,28,"Jimmy Guzman, Omar Camacho",Jimmy Guzman,Omar Camacho,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,1899/12/30 03:00:00,Lumbre Music,20,25,14,3497726
Mexico,2025/11/06,noviembre_2025,29,"Peso Pluma, Estevan Plazola",Peso Pluma,Estevan Plazola,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,HOLLYWOOD,2024 Double P Records,16,30,72,3460115
Mexico,2025/11/06,noviembre_2025,30,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,caperuza,Rancho Humilde/Street Mob Records/Sony Music Latin,29,29,27,3453870
Mexico,2025/11/06,noviembre_2025,31,"Oscar Maydon, Neton Vega",Oscar Maydon,Neton Vega,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Amigos? No.,Rancho Humilde/Sony Music Latin,4,46,35,3401590
Mexico,2025/11/06,noviembre_2025,32,"Rauw Alejandro, Bad Bunny",Rauw Alejandro,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Qué Pasaría...,Sony Music Latin/Duars Entertainment,9,31,51,3314768
Mexico,2025/11/06,noviembre_2025,33,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extssy Model,WEA Latina,23,32,160,3294375
Mexico,2025/11/06,noviembre_2025,34,"Xavi, Manuel Turizo",Xavi,Manuel Turizo,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,En Privado,Interscope Records,14,27,39,3249352
Mexico,2025/11/06,noviembre_2025,35,"Chuyin, Jorsshh, Calle 24",Chuyin,Jorsshh,Calle 24,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,AMANECIDO Y REGAÑADO,Streetmob Records,35,-1,1,3195352
Mexico,2025/11/06,noviembre_2025,36,"Victor Mendivil, Oscar Maydon",Victor Mendivil,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Me Paseo,Rico o Muerto by Baja Sound LLC,30,40,15,3181736
Mexico,2025/11/06,noviembre_2025,37,"Alemán, Neton Vega",Alemán,Neton Vega,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Te Quería Ver,HOMEGROWN MAFIA S.A. DE C.V./Sony Music México-Latin,1,62,40,3014087
Mexico,2025/11/06,noviembre_2025,38,"Los Dareyes De La Sierra, Tito Double P",Los Dareyes De La Sierra,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Vita Fer,Double P Records,2,33,32,2993032
Mexico,2025/11/06,noviembre_2025,39,"Tito Double P, Peso Pluma",Tito Double P,Peso Pluma,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,DOS DÍAS,2024 Double P Records,2,39,63,2985446
Mexico,2025/11/06,noviembre_2025,40,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRES BOTELLAS,WEA Latina,26,36,109,2926391
Mexico,2025/11/06,noviembre_2025,41,"Tito Double P, Junior H",Tito Double P,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,2026/07/05,2024 Double P Records,10,37,63,2926305
Mexico,2025/11/06,noviembre_2025,42,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Por Esos Ojos,Rancho Humilde/Street Mob Records/Sony Music Latin,3,34,39,2900963
Mexico,2025/11/06,noviembre_2025,43,"Young Cister, Kreamly",Young Cister,Kreamly,NA,NA,NA,NA,NA,NA,NA,NA,Chile,Chile,NA,NA,NA,NA,NA,NA,NA,NA,QLOO*,Sony Music Entertainment Chile S.A,23,42,14,2893796
Mexico,2025/11/06,noviembre_2025,44,"Clave Especial, Fuerza Regida",Clave Especial,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,COMO CAPO,WEA Latina,5,72,37,2825669
Mexico,2025/11/06,noviembre_2025,45,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",HUNTR/X,EJAE,AUDREY NUNA,REI AMI,KPop Demon Hunters Cast,NA,NA,NA,NA,NA,Estados Unidos,Estados Unidos,Estados Unidos,Corea del Sur,Estados Unidos,NA,NA,NA,NA,NA,Golden,K-Pop Demon Hunters,45,50,19,2796068
Mexico,2025/11/06,noviembre_2025,46,Taylor Swift,Taylor Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Fate of Ophelia,Taylor Swift,12,41,5,2770835
Mexico,2025/11/06,noviembre_2025,47,"Victor Mendivil, Oscar Maydon",Victor Mendivil,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Mejores Jordans 2,Rico o Muerto by Baja Sound LLC,14,69,7,2724363
Mexico,2025/11/06,noviembre_2025,48,"Banda MS de Sergio Lizárraga, Fuerza Regida",Banda MS de Sergio Lizárraga,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Seguro Le Dolió,Lizos Music,27,49,7,2709314
Mexico,2025/11/06,noviembre_2025,49,Rels B,Rels B,NA,NA,NA,NA,NA,NA,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,10,38,18,2690128
Mexico,2025/11/06,noviembre_2025,50,Emmanuel Cortes,Emmanuel Cortes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amor,RC Music,20,43,73,2664240
Mexico,2025/12/04,diciembre_2025,1,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,,1,1,49,9713802
Mexico,2025/12/04,diciembre_2025,2,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marlboro Rojo,,1,3,31,8792411
Mexico,2025/12/04,diciembre_2025,3,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU SANCHO,,1,6,31,8704014
Mexico,2025/12/04,diciembre_2025,4,"Omar Camacho, Victor Mendivil",Omar Camacho,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,2+2,,1,7,23,7985812
Mexico,2025/12/04,diciembre_2025,5,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHAVALITAS,,2,2,25,7981668
Mexico,2025/12/04,diciembre_2025,6,Herencia De Grandes,Herencia De Grandes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya Borracho,,4,4,3,7383505
Mexico,2025/12/04,diciembre_2025,7,Neton Vega,Neton Vega,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pvta Luna,,5,8,10,7036055
Mexico,2025/12/04,diciembre_2025,8,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIENTRAS DUERMES,,8,11,56,6089128
Mexico,2025/12/04,diciembre_2025,9,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,intro,,9,9,2,5869565
Mexico,2025/12/04,diciembre_2025,10,Calle 24,Calle 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUIZA,,4,5,32,5797050
Mexico,2025/12/04,diciembre_2025,11,"Natanael Cano, Gabito Ballesteros",Natanael Cano,Gabito Ballesteros,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Perlas Negras,,1,10,23,5248400
Mexico,2025/12/04,diciembre_2025,12,Tito Double P,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,POR SUS BESOS,,1,14,21,5149100
Mexico,2025/12/04,diciembre_2025,13,"Omar Camacho, Oscar Maydon",Omar Camacho,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,La Ciudad del Sol,,11,16,15,4742464
Mexico,2025/12/04,diciembre_2025,14,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANSIEDAD,,7,13,31,4536328
Mexico,2025/12/04,diciembre_2025,15,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Por Esos Ojos,,3,19,43,4419158
Mexico,2025/12/04,diciembre_2025,16,"Victor Mendivil, Eladio Carrion",Victor Mendivil,Eladio Carrion,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Cholo 2,,16,23,2,4359517
Mexico,2025/12/04,diciembre_2025,17,"Luis R Conriquez, Fuerza Regida, Neton Vega",Luis R Conriquez,Fuerza Regida,Neton Vega,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,Chula Vente,,2,17,19,4315671
Mexico,2025/12/04,diciembre_2025,18,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y LLORO,,5,24,113,4299840
Mexico,2025/12/04,diciembre_2025,19,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIÉNSALO,,9,26,75,4190497
Mexico,2025/12/04,diciembre_2025,20,"ROSALÍA, Yahritza Y Su Esencia",ROSALÍA,Yahritza Y Su Esencia,NA,NA,NA,NA,NA,NA,NA,NA,España,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,La Perla,,15,15,4,4065451
Mexico,2025/12/04,diciembre_2025,21,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAS NOCHES,,12,12,26,4033718
Mexico,2025/12/04,diciembre_2025,22,Virlan Garcia,Virlan Garcia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mi Entorno,,22,22,7,4003779
Mexico,2025/12/04,diciembre_2025,23,Victor Mendivil,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orula,,1,25,9,3944539
Mexico,2025/12/04,diciembre_2025,24,"Fuerza Regida, Grupo Frontera",Fuerza Regida,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,COQUETA,,15,20,50,3846126
